,행정동코드,총생활인구수,10대 생활인구 수,20대 생활인구 수,30대 생활인구 수,40대 생활인구 수,50대 생활인구 수,60대 생활인구 수,65세 이상 생활인구 수,낮시간대 생활인구,퇴근시간 생활인구,21-2,출근시간 생활인구
282,11545690,177768947.4554,15117144.658599999,19335135.3802,26528066.016,29403418.243300002,31500801.473899998,44968333.5754,30397269.0832,60990386.9717,21740207.7097,70625793.1538,24412559.6202
283,11545700,210845260.1181,17436955.752,24834982.0328,29849943.557800002,30385059.660400003,35032353.8372,58257350.775400005,42957469.8997,57847964.4754,23937729.2951,102490835.7407,26568730.6069
284,11545710,208325487.1726,18338897.4415,24408158.8524,27444021.4894,31404394.0856,34068360.316599995,59291227.4548,43687886.2983,61316750.4565,25946507.5912,96216189.343,24846039.7819
285,11560515,331251080.4558,20545051.8926,52611119.3265,60597555.6896,49727785.7681,53313419.021,74463739.3326,51824642.3359,106449564.2379,43700878.8186,139738328.2561,41362309.1432
286,11560535,881093111.6771,38878275.3138,186880328.36630002,209065440.71319997,142432412.7028,116345907.7599,143995433.87590003,97447770.54089999,349607982.1838,119952640.0523,305232581.2483,106299908.1927
287,11560540,1544888199.5256,74770398.6548,247347884.66840002,385384681.9892,340999513.3335,213609141.3376,220356119.1844,155370234.4601,778720928.9296,187467001.2227,359865262.1728,218835007.2005
288,11560550,424145747.1842,19558882.6613,68027112.1876,91726376.1947,71965503.9424,66248397.6905,85022948.16260001,59193923.3362,153902095.841,51575550.5526,165033233.9587,53634866.8319
289,11560560,648887265.1144,41486272.2947,123628327.67740001,143974160.5591,102760944.65869999,81555954.658,108735842.56040001,77467823.4005,214915614.727,83706988.032,266011243.4727,84253418.8827
290,11560585,250316921.0552,14477919.4748,33130463.5438,47060179.1991,39714972.7623,41045503.620299995,59001264.859900005,41432918.318900004,70522894.4852,30594564.0943,118860392.4701,30339070.0056
291,11560605,697473105.8359,49742055.5264,87659864.5966,139886062.25820002,136960201.7459,98484126.6702,132828026.82849999,94374403.61930001,269941990.1185,89386751.2578,248156305.7428,89988058.7168
292,11560610,333750454.6849,20473677.4635,49693737.8113,77810445.9332,61731011.2141,43363003.7023,56548057.346,41159757.252399996,115815169.3099,37244269.4021,137762789.7653,42928226.2076
293,11560620,502900597.4257,34516751.395500004,79508843.6662,119783320.0412,90955580.0123,69984434.6348,78291891.986,51049556.9599,188452188.4779,61784890.8543,185893196.1087,66770321.9848
294,11560630,311563153.3291,20076859.8983,53116136.0571,55937974.6646,46980502.4059,45689225.0545,75192000.00580001,54282440.4118,97088029.8358,38778383.147,135180754.7817,40515985.5646
295,11560650,232291918.1417,18608945.1452,27922108.2087,37197571.7581,35240360.832399994,40259806.694900006,56611686.694800004,39549640.0259,64582419.1271,28487688.3203,111520186.6276,27701624.0667
296,11560660,135960408.9388,9568297.0888,16788547.2026,22351444.0675,22106338.7025,22754611.2536,35813752.9376,25062967.7322,39596346.4567,16538615.603,63267577.1,16557869.779099999
297,11560670,143059615.9205,11895126.4177,14821927.158599999,23809590.4715,24333173.5641,23930419.472999997,35525408.7418,24416436.2069,44634081.8239,18279919.2002,61916956.6673,18228658.2291
298,11560680,387615004.2463,34011651.6917,50231155.71879999,67131071.8441,64373570.20909999,58535794.0722,79047411.7313,55590628.7208,110499145.4973,46174130.6673,183810262.2073,47131465.8744
299,11560690,249115083.9717,24445367.083800003,33567793.501399994,40537779.104499996,40693817.792899996,36051462.356199995,50021573.526999995,35297670.1026,70605831.6469,30329044.3289,117370239.9638,30809968.0321
300,11560700,298165082.0688,18366057.0363,35731815.6717,48857503.325,49265026.5452,52721211.4074,77837067.7772,56002816.448300004,100998967.2182,40744489.4867,119594495.6215,36827129.7424
301,11560710,313384706.7496,10669170.192200001,39575939.7821,57491679.3207,56244757.1819,64387223.9848,76137477.7254,50595048.5427,96412965.7892,41825595.1926,138003488.9861,37142656.7817
302,11560720,439812702.8282,24566753.918399997,55507618.8983,75503773.195,73178024.0781,83197926.278,106755189.1608,70008930.0381,138803021.8439,57569935.3324,189209704.8122,54230040.8397
303,11590510,630942747.7377,38756216.7701,178581624.18199998,121257639.11719999,81947170.2016,71031248.9677,111213715.4664,81000237.60100001,211904814.1709,82973930.2616,255584864.7856,80479138.5196
304,11590520,314536483.0374,19892186.1673,69230018.3819,54299529.9181,43848344.174399994,48021841.1269,71915989.7137,50538695.5982,104268791.4715,39344749.7613,129976383.2538,40946558.5508
305,11590530,788662310.4552,70207455.3885,178276409.6811,110436179.5128,108032848.7319,96330868.7495,166801025.5726,123359540.8772,231781485.3469,95009199.1766,364324588.9192,97547037.0125
306,11590540,391794255.9393,29008528.6952,60103215.9711,63535087.9205,61329852.1257,53902605.1632,87932440.5446,63835428.104399994,122765291.3416,52428553.6909,169117604.6684,47482806.2384
307,11590550,317646291.6618,23703834.035800003,48864336.0213,55055583.1068,47889061.8429,44198810.3995,74621834.1408,54714300.51890001,88230553.98460001,38269111.7598,152744954.8547,38401671.0627
308,11590560,399383021.6657,33779968.6483,52955403.3965,66568352.9182,60165325.8152,54234701.6817,94673245.886,69026169.28830001,105883852.8331,45075997.6575,199255007.5315,49168163.6436
309,11590605,562660739.4402,47736377.3024,130956938.1867,75678732.27329999,78147034.5474,72202614.1775,118055583.8044,86019648.6048,189945857.3496,68842766.5865,231943523.4881,71928592.016
310,11590620,445164538.8357,23416001.8095,88024303.51519999,90026398.2571,65838059.3557,59774677.2271,95886964.14340001,67538376.5797,136311558.9618,58244292.1257,197033181.1431,53575506.6051
311,11590630,555372057.096,43991089.5524,70181186.51359999,84026931.89539999,86196136.23429999,81932215.7308,139289467.9579,102231550.7554,179818779.6279,75591022.6402,231420347.1768,68541907.6511
312,11590640,350301227.318,28811383.7593,41604073.4603,56495629.051599994,54467232.9022,48602226.5199,90295513.34,66102095.7756,101300343.7589,43453573.5154,162380091.744,43167218.2997
313,11590650,225820883.7794,14468361.427199999,35511576.201,40328575.5803,35743301.1011,30199637.477199998,53496944.918500006,38639355.456300005,61522829.4172,27093667.4339,109646314.0112,27558072.9171
314,11590651,192593924.3171,16132681.333400002,26872356.3187,33565855.9146,31802032.9265,26200243.683599997,43181499.414299995,31143115.1323,55547068.445199996,23208289.0778,89379206.7379,24459360.0562
315,11590660,727501942.2883,83969233.0993,119558564.4483,112374324.0911,120641792.6768,102704204.61140001,146351476.5744,107566172.0806,227192195.283,90471915.8701,316150932.8702,93686898.265
316,11590670,298972254.8799,30213781.2452,40905398.3653,44317078.0228,49583993.4286,47511703.8159,65389868.698,46300237.717199996,86038466.6618,34275271.633,139705960.7065,38952555.8786
317,11590680,428003610.3269,33311383.4793,66048541.6179,76520852.451,74393213.45210001,57808851.758499995,90814075.6024,67224796.4048,152026456.296,51592657.8566,169396610.7953,54987885.379
318,11620525,309028913.6923,19964854.284199998,58238954.8487,57979362.326299995,48580838.0782,39356628.696600005,67298083.5802,50046493.878,96545855.7865,36329247.0084,136940912.6019,39212898.2955
319,11620545,184166981.6458,15477705.3845,20430798.8015,30206700.4595,30911232.1736,24421041.341399997,44575554.469799995,33175651.279699996,46141695.438999996,20268144.671,95386872.6861,22370268.8497
320,11620565,415051839.0532,45929626.7447,48225823.3195,56782863.097399995,71437500.9365,57075015.886199996,97932813.7417,73596523.2386,117692870.1335,50946954.9002,195442660.8928,50969353.1267
321,11620575,416347766.6668,24800096.7517,98781960.70549999,85892659.3197,56358645.1735,47033121.3474,80142808.4253,59663575.4693,119280313.9474,48417768.2566,196694827.1515,51954857.3113
322,11620585,417518936.1582,40321433.9919,133103818.5195,82504242.7127,50253206.8973,39403425.3146,55320894.005100004,40591758.263799995,137620391.7185,57134869.8121,171346913.8954,51416760.7322
323,11620595,672573403.2171,41741550.611200005,203198999.8807,130212395.6636,81693318.396,74933017.3891,120166451.4532,87702517.4322,201411487.3128,83964619.7074,303054961.6876,84142334.5093
324,11620605,490253990.6962,37613381.427,80021435.2178,84127857.75729999,78205858.2277,65547652.393,111716687.4976,81551038.7854,143131662.8012,61737561.1152,225280764.3077,60104002.4721
325,11620615,292779826.3929,18535785.1314,72757275.6306,57451791.996,39538717.7157,34944220.7052,56987964.268400006,42199044.7567,91253810.6149,38743985.2484,127651188.8577,35130841.6719
326,11620625,430911702.9928,30821864.408699997,93256563.9707,87619347.9261,60871315.2806,52374743.5334,83426959.1186,61800243.8314,120293915.578,52680034.8269,203442277.4177,54495475.1702
327,11620630,403965663.0169,23499270.2721,83011234.9481,71311315.2588,54945299.952999994,55687283.1929,89030245.20169999,63502184.1365,123830131.4963,52567101.5966,176777187.9729,50791241.9511
328,11620645,391799608.7477,19152894.2896,109811833.1434,80999298.0824,49904451.283599995,45391675.8896,72495138.4863,52683915.0169,117433074.8281,52197294.2128,174547417.589,47621822.1178
329,11620655,288336263.7606,14511561.397,72483699.45519999,56906136.4008,39722869.573699996,36144661.9997,60066762.435499996,44862248.3469,79208223.6823,34521666.4262,139322336.4857,35284037.1664
330,11620665,306496706.5476,16679969.8874,78152418.5823,61920619.7276,42402789.4655,36374920.199499995,58574457.6394,43202742.8344,82666732.9233,34883637.6819,150469264.7382,38477071.2042
331,11620685,368507834.7722,19584273.3645,86866018.8057,70802121.9633,51010862.811000004,48977207.3494,77995455.07090001,57159547.4874,102643067.4014,44272617.5669,174581932.8477,47010216.9562
332,11620695,497307223.5022,18998282.6641,163987642.83630002,114242777.8008,65887278.18570001,49870848.7883,73544311.7147,53039694.6609,155679994.438,68255079.3016,213815422.8431,59556726.9195
333,11620715,189036052.6505,18497788.874700002,17155244.3942,23491054.7825,35682002.9306,29539668.3456,44901864.2694,32496366.4491,50185114.8891,21686079.9898,93908154.4892,23256703.2824
334,11620725,480807236.1637,20049898.718900003,100910600.93349999,104043195.8351,79747954.64410001,70097147.61230001,90285580.039,61850535.485,162906894.8696,63500200.3435,195060179.8633,59339961.0873
335,11620735,562668126.6583,33475705.648,179572009.0101,112406983.2058,77368071.7454,61707635.5426,80512174.8746,57384499.209199995,218542271.8819,67043247.6795,207181828.1626,69900778.9343
336,11620745,366195638.7825,27503225.5478,54297682.170499995,49991297.3107,54377084.5954,57677332.346599996,109210562.6072,82208678.4445,107247711.4231,44466638.2792,169273898.6922,45207390.388
337,11620765,379877507.9041,34383419.8619,56537881.5319,57160029.968899995,59610718.0052,55422257.2811,88537873.3973,64093706.0469,110201931.7583,44643178.2034,177521847.8951,47510550.0473
338,11620775,320800954.9325,28352130.510799997,44411879.4126,44096830.481,48241918.0972,50369396.677499995,83512192.8134,60785847.7162,92915025.4413,39758493.5821,148827905.2107,39299530.6984
339,11650510,546805396.8778,48453201.1628,78875357.9619,102013328.1277,107202132.2825,77537519.7106,100050260.02419999,71867992.7009,211372610.2307,67388017.5839,196329280.5211,71715488.5421
340,11650520,754889858.0067,52646564.8813,130192231.95969999,176439914.00959998,154105635.8681,100303976.055,105479454.1895,72695818.7493,326281103.9738,95397331.3668,231986536.3853,101224886.2808
341,11650530,1131989919.0017,96171189.86469999,175500716.74760002,227077280.57419997,222660251.5972,172826977.3609,189395083.3448,131039065.6409,494884793.2532,141385168.4481,347319724.8425,148400232.4579
342,11650531,722411592.0821,76374094.4408,134374521.5786,130730137.0571,137717794.9536,90323702.7025,106470660.5257,75277780.0401,287496475.4626,99435265.4827,249290784.6043,86189066.5325
343,11650540,587253025.7452,61052555.496199995,77405087.82699999,99861185.94710001,122603649.9874,86620208.4765,97881505.2318,68506090.3029,210571081.8229,72515709.4841,229086839.8456,75079394.5926
344,11650550,93667475.5017,13284681.5086,10788958.1064,11128010.1534,18462300.4212,15578113.6637,20440980.351999998,15123141.7186,30990452.6891,11573179.6299,37016398.4601,14087444.7226
345,11650560,574393018.4729,52154773.844,89114749.7509,115542954.371,118373447.9381,69822996.41569999,84740926.48719999,59544216.900000006,200302443.7769,71549852.0309,229949099.64,72591623.0251
346,11650570,292929571.3373,46947042.248100005,25763469.053600002,35723026.028699994,60845894.2264,41906758.0716,49758653.8282,36167349.7114,104614046.9372,37634399.6139,112710834.5695,37970290.2167
347,11650580,380618844.0344,48524699.2255,42722125.4062,49745444.4731,74084595.9913,59207000.2028,76142914.3648,54825386.4904,144343879.6303,54610827.2456,135744515.9026,45919621.2559
348,11650581,748136461.9945,78292352.9465,91632557.8688,118079239.7405,144844270.0793,107527510.6499,142093179.0707,101629727.0747,308951507.082,101788203.5926,247500183.8829,89896567.437
349,11650590,353431285.7116,46187520.2793,37909516.0945,45635026.6989,69889277.1577,53052170.1589,75111676.9705,55104815.7719,113863087.8707,43737791.7994,151585560.993,44244845.0485
350,11650600,367561052.4744,34113270.224199995,54375556.3925,64744320.2893,61966664.181600004,49195307.920499995,75899567.7765,54089171.9517,137395700.3227,52200756.0494,133399784.6212,44564811.4811
351,11650610,366813133.9539,30086506.3607,55710416.8573,62083453.9141,58514614.181099996,53193310.9203,84675539.6593,61149045.386199996,128993150.4039,51681698.117,140433544.7324,45704740.7006
352,11650620,334560169.9709,36549288.2632,41700653.3556,49931180.118200004,54422339.9719,52875793.859,77176051.9517,55178592.652100004,97119987.2603,35114471.1544,156339984.4931,45985727.0631
353,11650621,463095711.5382,50625704.0829,58242913.524000004,70995546.07980001,83556496.0333,69625948.762,98488950.3056,71353060.7354,151644027.7434,58041526.3049,196806426.3763,56603731.1136
354,11650651,917201215.3379999,71236821.2301,111099207.2238,166318172.5299,177065173.3502,122505410.789,171366829.9032,119834446.9,348677621.61,111724977.2264,335961960.1881,120836656.3135
355,11650652,665380560.412,37245777.3742,88868024.0968,146493639.67909998,137329917.2745,105357197.9577,113182158.21489999,74106781.6806,277675159.155,80734115.7761,215570986.1718,91400299.3091
356,11650660,436221190.5592,27440691.3956,48016199.5633,63704539.5497,77896521.8875,62941145.602,91991735.1848,64712166.6303,155225621.4489,51869927.5295,168099876.7219,61025764.8589
357,11680510,628177939.9921,51441542.130799994,120563814.6402,131813970.21149999,119428412.5534,81792390.7808,100161443.30409999,71769233.3299,282679760.26,96410745.2395,178834720.2804,70252714.2122
358,11680521,740479137.4235,28105604.2819,171285314.2257,197312796.185,141860098.73729998,85936646.844,98940191.29210001,69683127.008,298547941.8521,95611991.9359,254425886.1384,91893317.4971
359,11680531,761334891.6961,35017712.275199994,144284992.19,195025021.46809998,158460436.198,92020775.2471,103427243.2071,73964780.8166,337058216.6428,96082215.0593,234357489.3439,93836970.6501
360,11680545,741968388.992,63478423.45460001,122140107.23599999,141446102.849,139835873.3825,96024733.0007,129777018.6347,94789427.63870001,317230574.528,104776608.9358,234223973.5969,85737231.9313
361,11680565,756981131.9376,47634214.4176,124013625.55770001,165478398.0331,149197751.1661,104716357.9425,126245458.11270002,86379597.9375,319770068.1398,98091556.7777,242303783.1266,96815723.8935
362,11680580,672102258.9512,39548680.082200006,119779220.5211,169216165.7773,146576558.69820002,88276069.60679999,85148879.5132,55373240.636800006,353776206.7553,88813665.2154,145235196.7083,84277190.2722
363,11680590,692224887.8219,59667557.0692,104064828.52589999,146825206.1823,152552304.10369998,91013907.82949999,97386971.20199999,69722891.5889,270696394.1923,80369524.5407,249776773.422,91382195.6669
364,11680600,495676356.3237,144164013.6877,39862815.5004,37933048.7005,102045469.6384,61921136.7931,66753061.5808,48438155.1268,173088910.4253,71043196.566,193877391.7167,57666857.6157
365,11680610,866849087.6812,158842991.27460003,108570837.3319,136481347.37669998,170370589.1977,115851343.16139999,132149443.3008,92938136.9783,366637988.8407,114757837.802,273219575.7794,112233685.2591
366,11680630,667453203.8726,137609384.6332,92768995.23539999,108230218.3012,130084313.3574,86441794.3768,76110399.2571,53028211.3431,272283530.4485,98509865.7227,218636106.0408,78023701.6606
367,11680640,1771127262.237,78197254.5814,425973731.91050005,495375999.0092,344613021.1584,203390429.1156,193346930.3576,128194682.9125,818374016.0115,234033336.45859998,499602507.9538,219117401.8131
368,11680650,927076482.5182999,113066678.41260001,133121511.83850001,173896975.7978,205452711.9345,117232568.6752,117449827.98750001,83161127.5833,359656301.1765,109419050.0269,336921064.4977,121080066.8172
369,11680655,591421327.7824,63348318.4304,69522878.9235,94908940.7456,108077146.6807,85224488.107,116250118.92130001,82621439.8319,201224090.6479,67797352.4236,244599264.3864,77800620.3245
370,11680656,533627969.8812,78662534.5103,51739933.9165,66928150.9613,108882716.8822,77787368.2863,99066124.0535,72813535.0417,183264546.701,62281494.8839,219678070.5099,68403857.7864
371,11680660,156107086.1446,16850924.4777,12843388.957799999,21986552.279299997,29690016.209799998,24381245.173200004,37443912.7562,27134783.65,46473389.2042,16682070.4523,71873017.7537,21078608.7344
372,11680670,413030714.0498,62452005.633499995,38207917.6751,47702256.8257,75010217.3766,63387082.0984,96278599.0634,69921685.4699,135998396.6779,48897212.4202,172836515.1002,55298589.8515
373,11680690,290029588.5338,30417633.7269,34013194.8736,47426661.1331,51546461.4794,46953838.2781,59430504.2978,40419226.6635,94058506.1882,32699246.2957,125425351.2031,37846484.8468
374,11680700,800699757.8151,94740674.1246,73956218.67390001,107171525.94690001,135955507.2518,96934296.1971,158553447.67589998,115023508.1969,243936158.161,94406904.0781,359566215.7582,102790479.8178
375,11680720,437654535.8019,62463296.4639,41282352.3089,51189711.3514,73543613.8933,63813369.4429,102918256.6589,74587636.2681,144642118.8083,47285150.9916,185930429.2754,59796836.7266
376,11680730,292988211.5313,25104802.933799997,35991694.1676,45468423.7745,46589805.083000004,44736542.7276,78754363.2144,55487205.749,96750354.4451,35233424.2224,122739145.6758,38265287.188
377,11680740,280308791.5987,30811226.0405,27880762.2589,44415383.9844,50771062.1813,42737183.1629,60072412.384100005,42826532.3968,90988145.0008,32954828.5443,119687884.7016,36677933.352
378,11680750,414795741.5666,26051563.8652,43078811.7492,70799510.93079999,70235403.89039999,60607466.15099999,115290958.8742,84198648.7358,154283011.284,52590606.6147,152502239.3972,55419884.2707
379,11710510,272435597.947,20669269.4556,31417205.471800003,42436869.18709999,43232727.9477,43484054.4197,73507332.9153,49948246.406399995,84216244.6135,34952835.8184,119436047.197,33830470.3181
380,11710520,648003281.0136,49091391.9808,85956901.2588,110159495.47829999,112308790.37099999,96962125.93640001,146717843.4592,102795908.7687,232542552.8143,70612918.2867,253689649.196,91158160.7166
381,11710531,218033808.1026,20498636.9687,26573696.4961,32856999.1253,35079940.932,37413552.9097,53351114.8757,37510702.2148,70097132.2047,28260456.8977,92453699.0748,27222519.9254
382,11710532,296918527.2904,27248553.912299998,30555368.2071,46275966.5396,48325410.507599995,47740626.3785,75170946.76460001,54306843.059200004,86040787.0719,36113156.9942,137889087.9949,36875495.2294
383,11710540,220293816.4647,20290619.066600002,22078113.4192,27991836.8798,34643559.6544,37031303.579799995,59828052.43689999,43411353.371,58166596.4476,24799922.9747,110397889.4291,26929407.6133
384,11710550,276463516.0956,20799577.3773,31508115.8348,36820385.5215,40682844.9462,48075522.5185,81731562.2405,56901688.7489,84692590.4287,35301139.9762,123744597.118,32725188.5727
385,11710561,323895071.7987,46253265.1947,38345811.9622,45209500.6437,52096429.832399994,47086944.3979,66189843.6559,46692044.390599996,108386078.7498,47372757.6883,131078278.4147,37057956.9459
386,11710562,612153076.9477,37587236.3777,114376893.4352,138082778.8556,101140614.0942,80551710.08219999,105872992.53009999,71574189.1221,206509059.5467,83692597.6057,248072901.295,73878518.5003
387,11710566,322114264.3772,45114280.4362,39432832.8238,38707448.6707,51289733.3885,49526538.04,80048959.5789,57710121.7906,120455355.2412,45105854.2353,115148243.277,41404811.6237
388,11710570,653275229.0994,72047150.831,73300465.5482,92301865.8786,99704929.4631,106385259.8512,151049320.8418,104438434.6751,208734847.1308,80078902.3651,280402713.2371,84058766.3664
389,11710580,525508187.9044,41867835.6422,90666474.2821,108303658.2026,80944726.7802,69651227.2647,96472724.8972,66755389.9635,170082021.6842,69887093.3997,222931267.8928,62607804.9277
390,11710590,340053037.3336,43012985.009,39992690.7235,51277610.808699995,52766313.9198,48589492.1755,71734355.7963,49349470.4331,106668171.3392,40524425.1618,148965488.3695,43894952.4631
391,11710600,552309688.1045,41566507.2563,82915285.3528,120609124.17750001,92443243.1785,72485585.8954,105902380.2107,72442421.5292,169041657.0636,67890657.9244,247948583.3357,67428789.7808
392,11710610,538907142.885,43789994.747999996,79406840.61039999,113186383.84619999,90389349.106,71140292.7713,99668277.22079998,69104956.1291,157422855.2941,64477032.5522,250088079.9278,66919175.1109
393,11710620,670372207.6794,51587026.0433,90871808.7391,123792817.9522,117417844.5086,111972027.9766,130606728.7386,84960183.0735,225421338.9968,81094506.9303,278765535.5701,85090826.1822
394,11710631,482242119.3697,36599118.823699996,47981747.621700004,88950557.9334,86001379.4928,80790565.5952,108790458.0769,71459000.2681,149519966.1798,58876806.1901,211554936.7479,62290410.2519
395,11710632,475507753.4651,55277817.482999995,54653591.8933,70354889.2787,77885558.194,72761214.8211,107315271.0496,73506593.0111,144956577.5101,58999654.1548,212892416.6392,58659105.161
396,11710641,362879631.1859,30872044.2979,52791980.7442,68658984.24309999,58467555.452099994,53845382.8634,74903030.3044,50265120.9839,117154046.6839,43104519.161,157101486.3132,45519579.0278
397,11710642,709485546.271,29143959.3199,120423557.5778,178059473.6291,144289584.4012,104931389.1672,108484480.41009998,71393686.7103,295034035.9021,89545988.2372,236054284.4038,88851237.7279
398,11710646,595703083.2175,63458047.9537,71199673.24589999,105694220.933,97902525.2732,85871688.0204,120403704.4315,82934465.8779,180854787.6543,72953476.2319,264641600.7652,77253218.5661
399,11710647,701368719.8399,84665985.0939,59008511.4966,115587604.9589,128312969.8222,83156705.43290001,93642390.5191,61967315.4678,213580150.3185,85152818.7397,315104106.8112,87531643.9705
400,11710650,604036561.1063,53059040.5332,96096580.0994,117327421.8723,104222155.769,80222044.3725,111965659.23969999,79591000.5434,191683082.3932,81231788.1714,259379746.633,71741943.9087
401,11710670,582798678.5577,94545819.8384,56402477.2297,70973133.9807,123948742.1323,75828414.7101,91962358.734,66472161.3921,189572780.1504,79555933.3373,242400707.7706,71269257.2994
402,11710680,736260930.2759,97830947.5853,86788185.698,107008269.26609999,126994434.51840001,94791584.1338,139077997.8176,99411609.06130001,283204869.5885,102026986.694,267677972.1464,83351101.847
403,11710690,352830994.6788,38349373.8828,35006672.9551,48076795.9892,64657279.9472,45076295.8775,67844209.86449999,48214107.7045,100549761.4101,38501952.5591,168045814.1575,45733466.5521
404,11710710,684610727.0065,56222194.7436,114323270.9251,137669760.8815,125068686.04300001,96525133.2157,118127560.5663,82058772.3578,313653355.7926,101270179.577,186620026.7241,83067164.9128
405,11710720,174836756.6917,19989160.3807,19174493.727700002,22773174.987099998,28135079.511099998,25732478.9785,47163687.2228,36690290.725,53245510.7299,19696013.1561,78275005.3055,23620227.5002
406,11740515,859511591.4864,102058591.1319,81364031.5543,135242029.4482,154143477.7568,113030391.6859,177888044.4376,128159888.84959999,268538572.9164,103084494.4299,377240440.2598,110648083.8803
407,11740520,659485787.782,88753195.2846,62842877.7734,100843503.4119,124323970.5853,96911345.8837,148723572.9467,102093699.6988,200850371.2219,81010846.9644,294721140.6493,82903428.9464
408,11740530,486618171.6098,58588340.280999996,51035242.6273,67597283.7965,79976130.3516,72841172.8676,119788287.31220001,84538811.9202,153837502.2228,65711803.1087,207446630.0118,59622236.2665
409,11740540,287524028.0523,57700075.566,28494559.5847,28925891.577700004,46561718.1734,40651342.727400005,62792765.5326,43533029.83,93852413.3162,38161397.8656,120499603.6199,35010613.2506
410,11740550,434820735.6867,66509133.683800004,33767487.7416,50979906.044,79915551.69240001,51930911.438899994,76644961.9678,52460664.09819999,126531176.8615,50586429.0227,202509073.6167,55194056.1858
411,11740560,361906718.9251,38441903.5981,33779745.3426,58756214.8352,66547508.0492,54727957.6773,83970109.3391,59495080.648899995,115061787.1519,45525882.3575,153836103.2411,47482946.1746
412,11740570,496994013.9351,44903178.995900005,58948027.7674,74680603.0573,82203932.1225,77322133.0709,120694461.7749,86033075.6597,139038824.7595,59489279.6639,237723285.8387,60742623.673
413,11740580,251003726.6663,17962965.1704,27684673.5831,47218236.4565,42196579.307,37592200.2134,56271119.6645,38940346.5857,78160774.3522,32083525.0857,110345439.9952,30413987.2332
414,11740590,249792269.453,30612273.538399998,22785011.487999998,33412848.054899998,43959432.774,34303278.1757,50664009.8985,35360396.8408,78641815.1212,30337727.8654,108667540.6384,32145185.828
415,11740600,572793662.5005,53719282.3476,67221872.6143,85958585.4541,88910382.4458,86163459.4066,143808496.98229998,101740739.5468,164140825.1858,66393276.9912,271591241.4844,70668318.8391
416,11740610,776627409.8376,51073832.0101,102058145.3267,136266154.1753,121812492.68939999,124861501.5732,191402418.51990002,133016590.3688,253766348.1754,102705780.7121,326213546.0416,93941734.9085
417,11740620,492085561.0915,28688590.6292,76949122.8054,90615877.5279,74329396.2966,72419638.3063,121214261.82670002,85606867.67050001,150253355.4986,62414445.6374,219527694.014,59890065.9415
418,11740640,428958020.0335,39340095.309200004,51185827.7526,68993357.721,72424988.85010001,64883462.6116,97503066.0381,70291750.1886,142009492.4697,52420881.9632,180988881.8202,53538763.7804
419,11740650,446109464.684,27227395.5265,62248298.8299,77836669.71790001,70901773.07949999,69058992.6166,110441770.1521,78786718.10409999,137495425.5623,56872134.7948,198169119.7556,53572784.5713
420,11740660,470909449.1081,41123803.0139,64955590.8054,72920038.6339,80100609.499,76537732.9478,108511410.9274,75807377.99939999,149702634.3685,59431713.095,204645268.1496,57129833.495
421,11740685,941399896.663,69727005.88859999,120539248.38319999,146017285.3955,146543911.7787,148506077.5206,244197508.23470002,172138910.2212,300363841.6865,118673075.7316,407628448.7065,114734530.5384
422,11740690,95012346.027,14202958.8161,8740474.757199999,11825944.468400002,15273598.1777,15022637.1374,22398961.651600003,16007375.0924,29108316.2084,10474608.7201,41747815.6841,13681605.4144
423,11740700,473730014.0706,45663362.2846,54184067.883999996,66820594.2086,71099494.3159,72911891.57959999,125081350.44849999,91562296.5492,153516735.7728,56817533.9033,201801154.3843,61594590.0102
